frame,particulas,parede_us,cic_total,cic_vizinhanca,cic_transicao,cic_update,cic_movimento,tp_portao_visto,tp_portao_passou,cic_tp_conveccao,cic_tp_calor,cic_tp_mudanca,conf_particulas,conf_celulas,conf_marcas
458,144480,32842.1,111662970,9917596,32918497,2943108,39593856,144480,53841,6779903,10033789,1570128,58039,858152,2600640
459,144480,33133.7,112654172,9991138,33170213,2987743,40208011,144480,53999,6857537,10168645,1564449,58049,858184,2600640
460,144480,33453.9,113742682,10046014,33357433,3060032,40594655,144480,53453,6851546,10213117,1558715,58019,857817,2600640
461,144480,33224.5,112962926,10022656,33273719,3020967,40153916,144480,53787,6769328,10157672,1556917,58031,858105,2600640
462,144480,37453.7,127342792,10086270,35652160,4070183,49143555,144480,53846,7094719,11164896,1823324,58072,858736,2600640
463,144480,32833.5,111633832,10011198,32832062,2940148,39732767,144480,53773,6744589,9973788,1557036,58074,858839,2600640
464,144480,33038.8,112331546,10003684,32957938,3010979,40020584,144480,53687,6761263,10055751,1558699,58077,858747,2600640
465,144480,34524.3,117382314,10377446,34306144,3277776,41927472,144480,53722,6940671,10754726,1585183,58066,858311,2600640
466,144480,32967.8,112090010,9897536,33011004,2949143,40053862,144480,53743,6765282,10075380,1552179,58072,858770,2600640
467,144480,33202.5,112887956,10011776,33434640,2990556,40081928,144480,53767,6791308,10174514,1572985,58104,859426,2600640
468,144480,32877.1,111781502,10000760,32897313,2963240,39632727,144480,53708,6797012,10016662,1549769,58078,858971,2600640
469,144480,32481.5,110437406,9809306,32493768,2908673,39362864,144480,53525,6720538,9837816,1527991,58067,859221,2600640
470,144480,32753.5,111362002,9918208,32953930,3053957,39397842,144480,54121,6782594,10003686,1680371,58078,859474,2600640
471,144480,32680.6,111113666,9890124,32870634,2929336,39420910,144480,53735,6752570,10069214,1548546,58092,859861,2600640
472,144480,37191.7,126451170,9985120,35007296,4072287,48967540,144480,53697,7002644,10914422,1655491,58149,860480,2600640
473,144480,32903.6,111871798,9905900,33152248,2961811,39643144,144480,53817,6762127,10111282,1548079,58189,860694,2600640
474,144480,32893.8,111838546,10070222,32917580,2982779,39745957,144480,53725,6833578,9991768,1538202,58180,860737,2600640
475,144480,33268.5,113112424,9983488,33247410,3026130,40300164,144480,53646,6841450,10169923,1559540,58175,860531,2600640
476,144480,32832.8,111630772,10050604,32832471,2942451,39731543,144480,53739,6736025,10016690,1557399,58197,860891,2600640
477,144480,32849.4,111687280,9956696,32933066,2956339,39723591,144480,53623,6843487,10003732,1548642,58200,860999,2600640
478,144480,37473.4,127408990,10004704,35337934,4095246,49261629,144480,53640,7034388,11123938,1714959,58208,861160,2600640
479,144480,33114.0,112587362,9950338,33156825,2995638,39926057,144480,53639,6812567,10072014,1544616,58222,861546,2600640
480,144480,32893.0,111835670,9894102,32824430,2951072,40014595,144480,53233,6761437,10002961,1543180,58220,861547,2600640
481,144480,33338.7,113351044,10323080,33311115,3015379,40174740,144480,53538,6803332,10260634,1553786,58206,861438,2600640
482,144480,32979.0,112127884,10064850,33060967,3020769,39745374,144480,53388,6774068,10130095,1544957,58219,861571,2600640
483,144480,32891.2,111829876,9942416,32878989,2969471,39888962,144480,53663,6746216,10039733,1543971,58244,861924,2600640
484,144480,33249.6,113048538,10032280,33323486,2995590,40053632,144480,53644,6838520,10154910,1575172,58235,862035,2600640
485,144480,32781.1,111455366,9842048,33010018,2959195,39477803,144480,54036,6838811,10135089,1560062,58269,862159,2600640
486,144480,32820.7,111589564,9996816,32989733,2968809,39536471,144480,53594,6840960,10008937,1544149,58278,862557,2600640
487,144480,32791.8,111491848,9868874,32846824,2934894,39601863,144480,53789,6764399,10022505,1563385,58280,862433,2600640
488,144480,32972.4,112105718,9929292,33117351,2944844,39795710,144480,53920,6899419,10072768,1546410,58273,862428,2600640
489,144480,32844.0,111669056,9954724,32816785,2958150,39678053,144480,53494,6743269,9995879,1534989,58292,862812,2600640
490,144480,32962.9,112073216,9989880,32940342,3094529,39787454,144480,53512,6791706,9952515,1542988,58277,862513,2600640
491,144480,32826.2,111608636,9909980,32977002,2945308,39587271,144480,53655,6746660,10014535,1547305,58306,862912,2600640
492,144480,37132.7,126250945,10010722,34546089,4082292,49227764,144480,53681,6858870,10497737,1611187,58310,862971,2600640
493,144480,36953.8,125642818,9978320,34479872,4056666,48811984,144480,53682,6861547,10534326,1625516,58338,863235,2600640
494,144480,33080.0,112471490,9976144,33276677,2988780,39822705,144480,53658,6841816,10235234,1557702,58365,863333,2600640
495,144480,32966.5,112086100,9953602,33145024,2977721,39737102,144480,53677,6970899,10044113,1583883,58364,863619,2600640
496,144480,34886.9,118613080,9941940,33755732,3544211,44362911,144480,53639,6972808,10335040,1637410,58364,863851,2600640
497,144480,37752.7,128359042,10955446,37353246,3876294,46418219,144480,53734,7746438,11844021,1860159,58356,863869,2600640
498,144480,34115.0,115990626,9968630,33372681,3285084,42287936,144480,53807,6775635,10178920,1573514,58400,864184,2600640
499,144480,35258.0,119876996,10782488,35213464,3285000,42632433,144480,53606,7065981,11052966,1638706,58405,864059,2600640
500,144480,37014.1,125847775,10002596,34538272,4035185,48757673,144480,53910,6884326,10679713,1637505,58364,863718,2600640
501,144480,32966.1,112084366,10064442,32977046,2974962,39856184,144480,53830,6824768,10032368,1555391,58400,864079,2600640
502,144480,34990.6,118967564,10544692,35255989,3265674,42134280,144480,53690,7101140,11005013,1616125,58414,864423,2600640
503,144480,33168.7,112773308,10013680,33110695,3130768,39944871,144480,53729,6850046,10091198,1546109,58427,864461,2600640
504,144480,33183.4,112823260,10152570,33291852,3003966,39991803,144480,53917,6935770,10206783,1560473,58412,864453,2600640
505,144480,37558.5,127698770,10357862,35094748,4074780,49542948,144480,53667,6973533,10890879,1680757,58424,864990,2600640
506,144480,33240.4,113016782,10005520,33545326,2972303,40052428,144480,53573,6864181,10376643,1667707,58444,865128,2600640
507,144480,36781.1,125056012,10059410,34178209,4003934,48774056,144480,53740,6804232,10499107,1628781,58456,865076,2600640
508,144480,32820.9,111590754,9883392,33024658,2936123,39529810,144480,53938,6728396,10170267,1571596,58489,865565,2600640
509,144480,32797.5,111511262,9882168,33005796,2945726,39499679,144480,53674,6916175,10044966,1552959,58488,865853,2600640
510,144480,37272.8,126727217,10116462,34938523,4109051,49230276,144480,53755,6945549,10902441,1683411,58499,865906,2600640
511,144480,32767.6,111409908,9877408,32691122,2941637,39796576,144480,53416,6750190,9959999,1528669,58514,866286,2600640
512,144480,32673.3,111088846,9824946,32836008,2923147,39499403,144480,53558,6741828,10027003,1530860,58504,865856,2600640
513,144480,32678.8,111107376,9990832,32639160,2927198,39474994,144480,53634,6728050,9933843,1551365,58509,866052,2600640
514,144480,32804.6,111535130,9898284,33138064,2933857,39471552,144480,53721,6730463,10207552,1537192,58492,865724,2600640
515,144480,32993.6,112177940,9942926,33318018,2964621,39725682,144480,53831,6783246,10255066,1548673,58521,866235,2600640
516,144480,33104.7,112555470,9955302,33058117,3007344,40041053,144480,53585,6794751,10128667,1544326,58523,866190,2600640
517,144480,32966.5,112085630,9944320,33270927,2957378,39687060,144480,53871,6750990,10228510,1554328,58511,866454,2600640
518,144480,33324.0,113301022,10053154,33412500,2994472,40172599,144480,53874,6772375,10200766,1560943,58522,866509,2600640
519,144480,32944.5,112010592,10003146,32920830,2960160,39920471,144480,53512,6789750,10009916,1542073,58530,866758,2600640
520,144480,32861.5,111728420,9944932,32892293,2962574,39643190,144480,53667,6799826,10013726,1544062,58577,867506,2600640
521,144480,37795.0,128502507,10159965,35710964,4145627,49398157,144480,53791,7220410,11008363,1724000,58606,867791,2600640
522,144480,32871.8,111763644,10074540,33038748,2943599,39580374,144480,53597,6731314,9998374,1534237,58632,867812,2600640
523,144480,37042.4,125944030,10006982,35581150,3945780,48193967,144480,53802,7025461,11354972,1787287,58617,867615,2600640
524,144480,33045.2,112353238,10036290,32979098,2975042,39995134,144480,53552,6782976,10055405,1548557,58647,868222,2600640
525,144480,38226.2,129968712,10206596,36264593,4219626,49895794,144480,53586,7317312,11344861,1795270,58652,868429,2600640
526,144480,33168.9,112773988,9992974,33187747,3053583,40002175,144480,53573,6805413,10196022,1540202,58630,867656,2600640
527,144480,58034.6,197316931,15621368,64782473,6394841,70151674,144480,53623,15524662,21671753,3671964,58610,867539,2600640
528,144480,32886.0,111811822,9939968,33034583,2949224,39603290,144480,53595,6993281,9974025,1540895,58616,867509,2600640
529,144480,51290.4,174383932,14775584,52709442,5638604,61434150,144480,53934,9661949,19535782,2029654,58651,868254,2600640
530,144480,40740.6,138517740,10914680,41059315,4414927,51032409,144480,53815,8175822,13893085,1999793,58664,868452,2600640
531,144480,33090.0,112505966,10028776,33046745,3020663,39995254,144480,53945,6735252,10103671,1565801,58668,868190,2600640
532,144480,33055.2,112387040,10002018,33106403,2961760,40044068,144480,53717,6947303,10009048,1546357,58680,868215,2600640
533,144480,32920.3,111928578,10192384,32936930,2966720,39642482,144480,53644,6820001,10008568,1561420,58680,868713,2600640
534,144480,32777.5,111443602,9887506,32747335,2947285,39737629,144480,53539,6752393,9924840,1539069,58654,868592,2600640
535,144480,32794.2,111499940,9867174,32807723,2938490,39628556,144480,53664,6737945,10000640,1541447,58669,868989,2600640
536,144480,32936.3,111982842,9951086,33022393,3081673,39640750,144480,53604,6901877,9998121,1544559,58680,869098,2600640
537,144480,32710.2,111214306,9895156,32734626,2933750,39535919,144480,53514,6802191,9957704,1532481,58662,869114,2600640
538,144480,34192.3,116253242,10365954,34139280,3147187,41318958,144480,53696,7052907,10606569,1577770,58660,868770,2600640
539,144480,32822.5,111596296,10001576,32809387,2926667,39508357,144480,53561,6724307,10055853,1535182,58695,869429,2600640
540,144480,32953.4,112040978,9949114,32941278,2987063,39716426,144480,53595,6819192,9999950,1549358,58704,869596,2600640
541,144480,33195.5,112864156,10082224,33206260,2974521,40048211,144480,53490,6820062,10027660,1563953,58715,869386,2600640
542,144480,32929.3,111959994,10191874,33026185,2907606,39781094,144480,53748,6769224,9927349,1534387,58743,869507,2600640
543,144480,33129.9,112641354,10031088,33267093,2944423,40168736,144480,53729,6793812,10035486,1557219,58711,869649,2600640
544,144480,33765.8,114803040,10280920,33826943,3027968,40801447,144480,53888,6909808,10376497,1585629,58719,870024,2600640
545,144480,37399.0,127156498,10420558,35194617,3965272,48947702,144480,53481,7090797,10741050,1672514,58740,870163,2600640
546,144480,33397.4,113551194,10121188,33267864,3012938,40466772,144480,53649,6825636,10143986,1569309,58758,870229,2600640
547,144480,43939.2,149391020,12136130,43972604,4851680,54783636,144480,53872,9024140,14859852,2122966,58746,870209,2600640
548,144480,34466.1,117184304,10116122,34277695,3503209,42172050,144480,53809,7016049,10546299,1621008,58766,870938,2600640
549,144480,38387.0,130515290,10386626,36496627,4227939,49865453,144480,53670,7572716,11200024,1839159,58786,871251,2600640
550,144480,36736.7,124903964,10092798,34706852,3920492,47757816,144480,54005,6972033,10795817,1665881,58799,871408,2600640
551,144480,32996.0,112185788,9973186,33000441,3085040,39818913,144480,53741,6780156,10076131,1558749,58779,871293,2600640
552,144480,37184.9,126428354,10174636,35212828,3997847,48631272,144480,53747,7064637,10929058,1768083,58788,871466,2600640
553,144480,32849.8,111689082,9953024,32853650,2947875,39777419,144480,53447,6787222,9982212,1539739,58799,871730,2600640
554,144480,37302.7,126828843,10082054,35296169,4036733,48944259,144480,54134,7011003,11037890,1747595,58833,871923,2600640
555,144480,32865.9,111744230,9916100,32957262,2993588,39709773,144480,53728,6762989,10058336,1551928,58820,871852,2600640
556,144480,33008.9,112230056,9964618,33197765,2980830,39748131,144480,54019,6778514,10146880,1564666,58818,872078,2600640
557,144480,33426.9,113651188,10281260,33298702,3012799,40521724,144480,53518,6836366,10188740,1562933,58828,872147,2600640
558,144480,33380.7,113493972,10153284,33323563,3033746,40303882,144480,53669,6854124,10212376,1558653,58822,872091,2600640
559,144480,37115.0,126190663,10164235,35732763,3950621,48104904,144480,53715,7086850,11299109,1807574,58840,872396,2600640
560,144480,33376.4,113479012,10077294,33553026,3034723,40221161,144480,53799,6865688,10253159,1566451,58850,872758,2600640
561,144480,57421.1,195228238,15231558,64247632,6453119,69409979,144480,53564,15069319,21681979,3749007,58848,872543,2600640
562,144480,56148.5,190900684,15855526,60127868,5963949,66979259,144480,53708,11083758,22662047,2096862,58869,872844,2600640
563,144480,41271.4,140319258,12337784,41332177,4257099,49749690,144480,53606,7955110,13938695,1755937,58894,873212,2600640
564,144480,37442.1,127302704,10164918,35649442,4081124,48825840,144480,53858,7079801,11066965,1879256,58891,873097,2600640
565,144480,33028.7,112297478,10027416,33169095,2972001,39783090,144480,53752,6783234,10086370,1549584,58899,872797,2600640
566,144480,33357.2,113414208,10065258,33472627,3038173,40180776,144480,53672,6827443,10184180,1551794,58930,873388,2600640
567,144480,34538.2,117429846,10428378,34794168,3109584,41867254,144480,53757,7160778,10567991,1660441,58945,873683,2600640
568,144480,37192.9,126455285,10171236,34619006,4054720,49056123,144480,53563,6886107,10712127,1644816,58936,873701,2600640
569,144480,32855.7,111709380,9970772,32977801,2943549,39648124,144480,53692,6757878,10022761,1540172,58938,873516,2600640
570,144480,32920.3,111928781,10073724,32911761,2979176,39604751,144480,53566,6788595,10002720,1542119,58927,873463,2600640
571,144480,32847.6,111681432,9932794,32850264,2973953,39685047,144480,53697,6737603,10045166,1542053,58945,873624,2600640
572,144480,37983.3,129142642,10273678,35778435,4162472,49805268,144480,53929,7237104,11068665,1777675,58966,873830,2600640
573,144480,32860.3,111725394,9886078,33226976,2960840,39492448,144480,53939,6774914,10221607,1553503,58950,874012,2600640
574,144480,32787.1,111476106,9951086,32740673,2954740,39519017,144480,53555,6725751,9956514,1538354,58972,873886,2600640
575,144480,32908.0,111886588,9971350,33017569,2953589,39692410,144480,53766,6857360,10070955,1547996,58973,873990,2600640
576,144480,32929.7,111960742,10079946,32972922,2967112,39750967,144480,54058,6760843,10066719,1572352,58988,874339,2600640
577,144480,33284.9,113168014,10135706,33472463,3122449,39983000,144480,53827,6790295,10277849,1565263,58989,874168,2600640
578,144480,45246.7,153837110,13132602,48381054,4475357,53937944,144480,53679,9831619,17026695,2211138,58980,874137,2600640
579,144480,33788.5,114880186,10159540,33833204,3173222,40733246,144480,53513,6885866,10517700,1627682,59003,874675,2600640
580,144480,36675.2,124695680,10087188,34833680,3905852,47647733,144480,53828,7148292,10746971,1660999,58961,873898,2600640
581,144480,32742.9,111326268,9884888,32907160,2930970,39490003,144480,53872,6726525,9992705,1676863,58965,874286,2600640
582,144480,32786.7,111474644,10002494,32924059,2928024,39543667,144480,53873,6755029,10075508,1569098,58943,874209,2600640
583,144480,32830.1,111622068,9925790,32958274,2928714,39417425,144480,53503,6798314,9962657,1538261,58945,873735,2600640
584,144480,37452.9,127339322,10226078,35008022,4145193,49225921,144480,53797,6923359,10774009,1728891,58989,874392,2600640
585,144480,32895.2,111843238,9956934,33060901,2952957,39539148,144480,53584,6755419,10135289,1549792,58955,873839,2600640
586,144480,33896.7,115248372,10250320,33858272,3132136,40909306,144480,53431,6879725,10501337,1560764,58935,873897,2600640
587,144480,33538.2,114029234,10092220,33549811,3033756,40711800,144480,53744,6843307,10342888,1555386,58937,873852,2600640
588,144480,32891.0,111829060,9919534,32990275,2943760,39673484,144480,53808,6854036,10023483,1546691,58956,874154,2600640
589,144480,32765.0,111400966,9915794,32785479,2925485,39496389,144480,53790,6702911,10020685,1545494,58951,874044,2600640
590,144480,32915.2,111911408,9954452,33045299,2957679,39689697,144480,53886,6749038,10169397,1552665,58968,874499,2600640
591,144480,33091.5,112510596,10014360,33201462,2977745,39914682,144480,53941,6751032,10135620,1556846,58970,874526,2600640
592,144480,37187.5,126436990,10186842,34715019,4108970,49032386,144480,53759,6896652,10645593,1636509,58965,874488,2600640
593,144480,32905.9,111879822,10047272,32926505,2978837,39684627,144480,53570,6767337,10057619,1540365,58954,874256,2600640
594,144480,32941.8,112001882,9944490,33004635,2939451,39730073,144480,53873,6732145,10109023,1572836,58959,874298,2600640
595,144480,32824.5,111602688,9985528,32944039,2932014,39552728,144480,53593,6738294,10097646,1542297,58956,874437,2600640
596,144480,32844.5,111670790,10041390,32959253,2973741,39503259,144480,53754,6746480,10121780,1545030,58976,874699,2600640
597,144480,32911.3,111898114,9944524,32822498,3059948,39565281,144480,53897,6695601,10018294,1545244,58990,875006,2600640
598,144480,32883.9,111805260,9927150,33042527,2969174,39713142,144480,53810,6757217,10190640,1549172,58982,874817,2600640
599,144480,32753.7,111362240,9893456,32823698,2952978,39422234,144480,53677,6751051,9967930,1547654,58998,874755,2600640
600,144480,32711.0,111217128,9848508,32713283,2924061,39526097,144480,53608,6747912,9967416,1526892,59017,875094,2600640
