frame,live,checksum,freelist_ok,freelist_count,segments,local_alloc,rescue,cls_parallel,cls_serial_type,cls_serial_move,cls_mispredict
781,143636,7520104e804c27cf,1,0,1,0,0,143636,0,0,0
782,143636,870c2a427a929b4c,1,0,1,0,0,143636,0,0,0
783,143636,64c2439cffae7bb3,1,0,1,0,0,143636,0,0,0
784,143636,5413b8cdbbecb54e,1,0,1,0,0,143636,0,0,0
785,143636,0363c625b084996a,1,0,1,0,0,143636,0,0,0
786,143636,ee0cbed6e474629e,1,0,1,0,0,143636,0,0,0
787,143636,508e143ce909c5d7,1,0,1,0,0,143636,0,0,0
788,143636,d7a70cc5a5034fbc,1,0,1,0,0,143636,0,0,0
789,143636,7c8178b0a749437c,1,0,1,0,0,143636,0,0,0
790,143636,ec5036bd4ec805a0,1,0,1,0,0,143636,0,0,0
791,143636,91d1e8b01734adeb,1,0,1,0,0,143636,0,0,0
792,143636,c3ebfb2ea2ad0e8c,1,0,1,0,0,143636,0,0,0
793,143636,2b4d3ed1f6c8703d,1,0,1,0,0,143636,0,0,0
794,143636,9d88bd6384a0f00d,1,0,1,0,0,143636,0,0,0
795,143636,af74d0c591934ada,1,0,1,0,0,143636,0,0,0
796,143636,76ab232de5a3e234,1,0,1,0,0,143636,0,0,0
797,143636,91219ebc9450be43,1,0,1,0,0,143636,0,0,0
798,143636,add17276c36a2331,1,0,1,0,0,143636,0,0,0
799,143636,48bc56322e40db69,1,0,1,0,0,143636,0,0,0
800,143636,42fd989c7dc5da18,1,0,1,0,0,143636,0,0,0
801,143636,93d67c8249095b13,1,0,1,0,0,143636,0,0,0
802,143636,636c83c5a79f61f3,1,0,1,0,0,143636,0,0,0
803,143636,6e7f7bc54009d731,1,0,1,0,0,143636,0,0,0
804,143636,f55a3a1b7e6445fe,1,0,1,0,0,143636,0,0,0
805,143636,ac5ec48b7681c4bb,1,0,1,0,0,143636,0,0,0
806,143636,4a9c46af4d428696,1,0,1,0,0,143636,0,0,0
807,143636,1775451569f792a3,1,0,1,0,0,143636,0,0,0
808,143636,7ae4e06e7e27776c,1,0,1,0,0,143636,0,0,0
809,143636,579392899425e032,1,0,1,0,0,143636,0,0,0
810,143636,071c38cea4b461be,1,0,1,0,0,143636,0,0,0
811,143636,b32e3f1ac6f15e51,1,0,1,0,0,143636,0,0,0
812,143636,4c682a8ab06d96a2,1,0,1,0,0,143636,0,0,0
813,143636,7ef312330e23d3c3,1,0,1,0,0,143636,0,0,0
814,143636,a45b69c008e6a758,1,0,1,0,0,143636,0,0,0
815,143636,275f78728f060f3c,1,0,1,0,0,143636,0,0,0
816,143636,de494b7a0b589c0d,1,0,1,0,0,143636,0,0,0
817,143636,976b8418b3d52880,1,0,1,0,0,143636,0,0,0
818,143636,3fd5c2bd95dd3ee2,1,0,1,0,0,143636,0,0,0
819,143636,f294fd56973a734b,1,0,1,0,0,143636,0,0,0
820,143636,402ef04a8150e712,1,0,1,0,0,143636,0,0,0
821,143636,741633c42ad425fe,1,0,1,0,0,143636,0,0,0
822,143636,d2c610d5b80648c6,1,0,1,0,0,143636,0,0,0
823,143636,446a33ee38c8d4f8,1,0,1,0,0,143636,0,0,0
824,143636,defcb8aed4424c03,1,0,1,0,0,143636,0,0,0
825,143636,130cc552f9acc8ee,1,0,1,0,0,143636,0,0,0
826,143636,dbe05a8f2f3b218e,1,0,1,0,0,143636,0,0,0
827,143636,02f88ff49805d080,1,0,1,0,0,143636,0,0,0
828,143636,d2b9a0fcfa6d14b7,1,0,1,0,0,143636,0,0,0
829,143636,c5197a09c656dafb,1,0,1,0,0,143636,0,0,0
830,143636,b2f3f26f3459ce12,1,0,1,0,0,143636,0,0,0
831,143636,4a18fabdd3a35b56,1,0,1,0,0,143636,0,0,0
832,143636,4b7f4c5699e3a49d,1,0,1,0,0,143636,0,0,0
833,143636,30d4ad656dd04982,1,0,1,0,0,143636,0,0,0
834,143636,f4ded29ed4a410c8,1,0,1,0,0,143636,0,0,0
835,143636,9284f75c8ea62650,1,0,1,0,0,143636,0,0,0
836,143636,81033469f2a1e8dd,1,0,1,0,0,143636,0,0,0
837,143636,dca6de831215bd5a,1,0,1,0,0,143636,0,0,0
838,143636,13830bcd9fed34d6,1,0,1,0,0,143636,0,0,0
839,143636,8d24ea74a7b47b45,1,0,1,0,0,143636,0,0,0
840,143636,517f9e58037c9d92,1,0,1,0,0,143636,0,0,0
841,143636,e170498209b16ea5,1,0,1,0,0,143636,0,0,0
842,143636,a0d830150d7b9d81,1,0,1,0,0,143636,0,0,0
843,143636,f5909c59e02f3e5b,1,0,1,0,0,143636,0,0,0
844,143636,cfbb1a1ed618a8a1,1,0,1,0,0,143636,0,0,0
845,143636,2edc36b543f2d93d,1,0,1,0,0,143636,0,0,0
846,143636,0ad52670ee15495f,1,0,1,0,0,143636,0,0,0
847,143636,dd1f831862ee9bac,1,0,1,0,0,143636,0,0,0
848,143636,bf140ebea9c0469f,1,0,1,0,0,143636,0,0,0
849,143636,624c7ccb6ddab20f,1,0,1,0,0,143636,0,0,0
850,143636,91da1038d874ddf5,1,0,1,0,0,143636,0,0,0
851,143636,4b95f672ad93c0bb,1,0,1,0,0,143636,0,0,0
852,143636,920fc4310bbc2938,1,0,1,0,0,143636,0,0,0
853,143636,127140d766e4a4cc,1,0,1,0,0,143636,0,0,0
854,143636,f47c68b92added07,1,0,1,0,0,143636,0,0,0
855,143636,e3aa59f2c8496c83,1,0,1,0,0,143636,0,0,0
856,143636,d20a3b5207275a73,1,0,1,0,0,143636,0,0,0
857,143636,0fff496526ace07c,1,0,1,0,0,143636,0,0,0
858,143636,3d4b47fc610f3647,1,0,1,0,0,143636,0,0,0
859,143636,6b0a6a85e0de97f6,1,0,1,0,0,143636,0,0,0
860,143636,456406ae7c749398,1,0,1,0,0,143636,0,0,0
861,143636,89e336d1bf46054d,1,0,1,0,0,143636,0,0,0
862,143636,283fc4813c0e82db,1,0,1,0,0,143636,0,0,0
863,143636,9ff4b0bc7fd8ba7e,1,0,1,0,0,143636,0,0,0
864,143636,b2b8eda7c0991185,1,0,1,0,0,143636,0,0,0
865,143636,ebd480e23397fb37,1,0,1,0,0,143636,0,0,0
866,143636,8100ff4ef880b45d,1,0,1,0,0,143636,0,0,0
867,143636,a1fb8e5c4200d4a3,1,0,1,0,0,143636,0,0,0
868,143636,612bbf2a31b73774,1,0,1,0,0,143636,0,0,0
869,143636,539a681a19f3e365,1,0,1,0,0,143636,0,0,0
870,143636,dee9b10b9889e633,1,0,1,0,0,143636,0,0,0
871,143636,e25bf739c4314da9,1,0,1,0,0,143636,0,0,0
872,143636,abedb2b6a12e0761,1,0,1,0,0,143636,0,0,0
873,143636,9169ffcce0427feb,1,0,1,0,0,143636,0,0,0
874,143636,e956b4bb93595bbf,1,0,1,0,0,143636,0,0,0
875,143636,7837d7048947dea8,1,0,1,0,0,143636,0,0,0
876,143636,9e38ce4d70206b10,1,0,1,0,0,143636,0,0,0
877,143636,6e909f8f6d8d9010,1,0,1,0,0,143636,0,0,0
878,143636,476ad05d9e7a2512,1,0,1,0,0,143636,0,0,0
879,143636,f2697d9c7aaffa0c,1,0,1,0,0,143636,0,0,0
880,143636,b1eb8a69ada8f815,1,0,1,0,0,143636,0,0,0
881,143636,01c68e48247a23d5,1,0,1,0,0,143636,0,0,0
882,143636,ab2f434d335d6e78,1,0,1,0,0,143636,0,0,0
883,143636,9c88afed1d78cb1b,1,0,1,0,0,143636,0,0,0
884,143636,dddc1f2f15edb637,1,0,1,0,0,143636,0,0,0
885,143636,2fcc2bafb0607003,1,0,1,0,0,143636,0,0,0
886,143636,53565eae5653b72b,1,0,1,0,0,143636,0,0,0
887,143636,36f6f6220118526a,1,0,1,0,0,143636,0,0,0
888,143636,9da30f04a3184735,1,0,1,0,0,143636,0,0,0
889,143636,f954ddc21455fabe,1,0,1,0,0,143636,0,0,0
890,143636,0a346e33c4b8bbac,1,0,1,0,0,143636,0,0,0
891,143636,8d2585170441ea43,1,0,1,0,0,143636,0,0,0
892,143636,5d002ce5f236b98c,1,0,1,0,0,143636,0,0,0
893,143636,69ca135326d8bc9c,1,0,1,0,0,143636,0,0,0
894,143636,2b5fe5181804da21,1,0,1,0,0,143636,0,0,0
895,143636,2daf30afa77c8008,1,0,1,0,0,143636,0,0,0
896,143636,4db3fbacccc02ca8,1,0,1,0,0,143636,0,0,0
897,143636,875d2c9d9bf5be78,1,0,1,0,0,143636,0,0,0
898,143636,3a7c7b8d0cd2c0dc,1,0,1,0,0,143636,0,0,0
899,143636,8cb5ad6f1def7633,1,0,1,0,0,143636,0,0,0
900,143636,9f8613af529e6958,1,0,1,0,0,143636,0,0,0
