frame,Frame time,GameController::Update,GameModel::UpdateUpTo,GameModel::BeforeSim,Air::update_air,Simulation::DispatchNewtonianGravity,Simulation::RecalcFreeParticles,Simulation::UpdateParticles,GameModel::AfterSim
751,16831.08,7278.28,7274.55,1398.96,711.86,0.07,632.58,5872.76,1.55
752,16750.53,7210.65,7206.92,1403.31,719.76,0.07,628.71,5800.77,1.54
753,16737.63,7201.01,7197.32,1449.68,726.59,0.07,667.74,5744.85,1.51
754,16761.90,7285.71,7282.06,1446.47,728.20,0.06,662.60,5832.59,1.72
755,16506.93,7180.75,7177.10,1418.44,716.66,0.06,647.01,5755.69,1.71
756,16666.12,7292.75,7289.15,1410.46,720.47,0.06,634.77,5875.77,1.68
757,16559.41,7350.91,7347.36,1400.98,721.45,0.06,624.03,5943.46,1.67
758,16332.70,7230.48,7226.93,1378.09,712.06,0.06,611.04,5846.01,1.63
759,16308.95,7139.39,7135.85,1369.90,707.40,0.06,608.34,5763.14,1.61
760,16295.03,7049.60,7046.06,1368.29,705.85,0.06,608.02,5675.00,1.58
761,16345.65,7056.15,7052.61,1377.35,712.84,0.05,609.53,5672.50,1.58
762,16340.89,7100.83,7097.28,1370.82,709.03,0.06,607.16,5723.72,1.56
763,17058.89,7103.77,7100.15,1382.36,718.49,0.05,608.73,5715.04,1.56
764,17043.80,7172.77,7169.14,1401.75,709.30,0.06,637.64,5764.60,1.61
765,17011.58,7291.92,7288.33,1418.39,718.59,0.06,643.34,5867.15,1.59
766,16850.92,7317.12,7313.46,1438.94,729.45,0.06,652.28,5871.75,1.57
767,16707.85,7270.52,7266.93,1469.08,735.63,0.07,675.63,5795.11,1.55
768,16765.31,7346.86,7343.25,1464.92,734.51,0.07,672.51,5875.60,1.54
769,16571.24,7290.09,7286.55,1448.70,729.96,0.06,661.60,5835.08,1.60
770,16529.15,7247.50,7243.98,1441.86,731.39,0.06,652.62,5799.37,1.59
771,16500.64,7231.83,7228.25,1429.11,725.72,0.06,646.30,5796.40,1.57
772,16530.95,7299.82,7296.25,1431.50,725.04,0.05,643.53,6.50,5862.00,1.57
773,16414.90,7301.32,7297.73,1439.00,733.90,0.06,642.22,5855.91,1.62
774,16263.03,7203.78,7200.21,1426.94,728.92,0.06,636.20,5770.50,1.59
775,16306.05,7194.66,7191.14,1410.35,718.04,0.07,630.63,5778.04,1.58
776,16325.20,7244.84,7241.24,1402.39,714.90,0.06,625.86,5836.10,1.55
777,16946.69,7176.48,7172.85,1403.29,718.59,0.06,624.08,5766.84,1.53
778,16893.85,7134.69,7131.07,1428.54,732.83,0.07,636.04,5699.84,1.50
779,16902.72,7174.51,7170.87,1451.19,738.40,0.06,640.23,12.30,5716.95,1.51
780,16803.79,7183.24,7179.60,1465.67,737.76,0.06,655.11,5711.21,1.51
781,16858.88,7292.94,7289.35,1487.64,738.07,0.06,677.18,5799.00,1.48
782,16694.20,7299.12,7295.37,1469.06,726.97,0.05,671.19,5823.31,1.64
783,16668.72,7346.26,7342.58,1445.00,714.98,0.06,655.49,5.36,5894.59,1.64
784,16599.01,7395.67,7392.02,1439.16,716.35,0.06,649.04,5949.84,1.63
785,16387.91,7288.94,7285.28,1422.21,705.26,0.06,637.57,7.28,5860.05,1.64
786,16376.04,7225.27,7221.65,1407.38,702.28,0.06,627.52,5811.30,1.62
787,16331.10,7169.31,7165.62,1397.99,701.71,0.05,620.33,5764.67,1.60
788,16264.12,7091.58,7087.85,1401.76,700.10,0.05,627.28,5683.17,1.58
789,16195.56,6989.81,6986.09,1375.04,688.49,0.05,613.62,5608.16,1.57
790,16169.75,6904.10,6900.38,1365.81,689.62,0.05,604.11,5531.72,1.54
791,16191.75,6876.05,6872.32,1356.54,691.58,0.05,594.60,5512.96,1.52
792,16931.56,6852.46,6848.72,1360.06,692.14,0.05,598.83,5485.82,1.51
793,16864.51,6806.30,6802.61,1370.86,695.59,0.05,601.37,6.17,5428.98,1.48
794,16931.03,6898.50,6894.75,1376.94,700.67,0.06,603.74,5514.98,1.49
795,16815.57,6944.44,6940.63,1417.48,693.88,0.07,649.87,5520.32,1.51
796,16697.54,6938.22,6934.45,1397.95,686.02,0.07,639.87,5533.69,1.50
797,16708.67,7002.76,6999.01,1392.40,691.28,0.07,629.14,5603.83,1.49
798,16606.61,7024.00,7020.29,1383.24,694.08,0.06,617.57,5634.32,1.47
799,16572.08,7058.68,7055.00,1387.33,697.01,0.06,619.11,5664.96,1.45
800,16387.32,6976.90,6973.32,1383.89,702.60,0.06,610.31,5586.78,1.42
801,16436.24,7003.01,6999.48,1376.32,702.43,0.08,604.45,5620.58,1.38
802,16393.46,7042.14,7038.63,1374.82,703.92,0.07,602.78,5661.24,1.37
803,16292.12,7010.51,7007.01,1372.34,706.38,0.07,593.54,5.48,5632.11,1.37
804,16189.76,6929.13,6925.68,1353.53,697.61,0.07,585.11,5569.61,1.36
805,16271.24,6966.59,6963.09,1401.04,708.44,0.07,621.68,5559.50,1.37
806,17010.90,7007.99,7004.54,1401.43,701.29,0.07,624.86,5.91,5600.57,1.35
807,16929.01,7040.51,7037.11,1396.14,694.58,0.08,627.03,5638.49,1.31
808,16835.90,7047.33,7043.97,1428.20,690.80,0.08,664.28,5613.25,1.34
809,16745.20,7033.11,7029.65,1413.57,688.93,0.07,652.97,5613.35,1.44
810,16644.59,6987.42,6983.92,1396.53,682.34,0.08,643.59,5584.67,1.46
811,16562.04,6920.47,6916.97,1378.89,675.89,0.08,633.82,5535.38,1.45
812,16490.09,6838.55,6835.08,1365.48,673.20,0.08,624.66,5466.92,1.46
813,16497.06,6819.06,6815.48,1366.17,675.47,0.08,624.42,5446.56,1.51
814,16539.75,6897.13,6893.54,1360.48,677.64,0.08,616.80,5530.23,1.58
815,16483.27,6966.73,6963.13,1353.15,673.49,0.07,614.75,5607.12,1.60
816,16298.09,6904.67,6901.17,1348.09,665.61,0.07,618.16,5550.30,1.56
817,16348.61,6937.00,6933.55,1353.19,678.24,0.07,611.51,5577.61,1.54
818,16254.62,6914.16,6910.74,1355.03,682.97,0.07,609.62,5552.97,1.51
819,17002.37,6907.17,6903.76,1367.38,687.35,0.07,618.37,5533.62,1.53
820,16942.01,6912.93,6909.45,1380.82,692.00,0.07,626.93,5525.83,1.52
821,16977.37,7025.59,7022.01,1408.17,699.21,0.08,646.47,5611.02,1.53
822,16855.42,7083.47,7079.90,1460.06,703.51,0.07,693.73,5617.02,1.51
823,16673.62,7026.62,7023.02,1441.83,699.24,0.08,680.75,5578.36,1.54
824,16648.62,7005.25,7001.65,1440.46,702.38,0.08,675.92,5558.34,1.56
825,16626.69,7018.81,7015.19,1436.66,707.40,0.08,667.85,5575.65,1.57
826,16651.58,7119.10,7115.43,1426.07,709.05,0.08,656.48,5686.47,1.59
827,16571.99,7193.41,7189.75,1403.95,698.64,0.08,645.06,5782.92,1.59
828,16481.19,7219.96,7216.28,1411.65,701.30,0.08,644.50,6.61,5801.61,1.66
829,16319.59,7144.20,7140.54,1409.05,701.45,0.08,642.51,5728.53,1.61
830,16396.17,7189.14,7185.53,1432.62,707.88,0.08,648.18,12.77,5749.98,1.58
831,16298.61,7182.23,7178.68,1417.47,702.36,0.08,640.22,5758.30,1.57
832,16193.36,7108.10,7104.60,1425.85,718.85,0.08,633.26,5675.93,1.52
833,16225.65,7104.06,7100.55,1431.51,724.89,0.09,634.08,5666.24,1.52
834,16972.82,7106.21,7102.66,1441.29,730.84,0.09,638.45,5658.55,1.53
835,16861.96,7076.14,7072.53,1462.44,737.11,0.09,653.48,5607.27,1.55
836,16865.05,7132.30,7128.72,1453.93,733.55,0.09,648.99,5671.96,1.52
837,16727.93,7116.28,7112.62,1441.28,725.67,0.09,645.50,5668.46,1.58
838,16645.21,7088.47,7084.82,1441.26,728.37,0.09,643.37,5640.70,1.55
839,16558.83,7042.60,7038.95,1433.96,728.04,0.10,637.99,5602.00,1.64
840,16615.93,7119.05,7115.31,1429.78,726.45,0.11,636.43,5682.54,1.62
841,16408.88,7045.97,7042.20,1433.97,733.81,0.11,632.42,5605.27,1.62
842,16457.98,7066.25,7062.42,1441.58,733.24,0.11,641.70,5617.90,1.60
843,16387.37,7055.05,7051.16,1434.66,725.39,0.11,642.62,5613.54,1.58
844,16334.83,7046.91,7043.05,1418.92,717.22,0.10,636.45,5621.19,1.57
845,16262.86,7008.59,7004.72,1409.34,717.96,0.10,627.48,5592.48,1.55
846,16945.63,6922.72,6918.88,1401.60,716.19,0.09,622.73,5514.41,1.54
847,16970.88,6933.90,6930.04,1420.95,722.50,0.09,623.21,12.05,5506.22,1.53
848,16955.98,7005.43,7001.47,1438.12,740.92,0.09,623.07,5560.41,1.57
849,16763.59,6957.58,6953.66,1438.65,732.99,0.09,633.24,5512.04,1.56
850,16814.24,7028.29,7024.41,1428.43,737.63,0.10,619.69,5593.05,1.54
851,16614.89,6961.64,6957.73,1404.30,725.86,0.10,608.95,5550.54,1.52
852,16594.37,6936.61,6932.67,1384.07,718.68,0.10,597.33,5545.71,1.52
853,16465.94,6841.03,6837.17,1370.91,715.75,0.09,588.26,5463.43,1.48
854,16437.70,6770.65,6766.83,1357.83,713.17,0.09,579.23,5406.22,1.46
855,16385.02,6697.96,6694.24,1342.11,708.28,0.09,569.70,5349.42,1.42
856,16374.58,6637.37,6633.69,1346.31,713.45,0.09,568.55,5284.70,1.40
857,16393.83,6640.70,6636.97,1332.11,706.19,0.09,562.72,5302.21,1.39
858,16409.72,6702.18,6698.43,1348.49,725.89,0.09,560.38,5347.31,1.38
859,17096.69,6726.14,6722.39,1347.29,726.29,0.08,558.89,5372.49,1.38
860,17023.35,6752.62,6748.86,1342.85,717.47,0.09,564.00,5403.40,1.37
861,16968.51,6800.69,6797.00,1343.58,714.04,0.09,563.83,5.54,5450.84,1.36
862,16862.57,6816.23,6812.36,1355.78,714.79,0.08,576.53,5453.76,1.44
863,16725.59,6772.15,6768.33,1348.29,706.45,0.08,577.66,5417.21,1.45
864,16669.57,6709.80,6705.97,1329.31,697.37,0.07,569.02,5373.77,1.51
865,16632.84,6673.84,6670.02,1325.52,698.80,0.07,563.94,5341.64,1.50
866,16571.86,6637.75,6633.99,1310.74,691.13,0.08,558.06,5320.38,1.52
867,16506.72,6594.95,6591.13,1307.88,692.13,0.07,554.14,5280.28,1.60
868,16408.50,6510.28,6506.50,1290.93,683.48,0.07,547.06,5212.67,1.56
869,16368.17,6433.75,6430.01,1283.82,685.48,0.07,538.32,5143.35,1.54
870,16425.98,6461.21,6457.50,1283.61,689.69,0.07,534.90,5171.07,1.52
871,16397.95,6508.97,6505.25,1284.38,687.35,0.07,537.63,5218.05,1.52
872,16275.36,6475.75,6471.95,1291.97,685.84,0.06,547.72,5177.21,1.49
873,16214.12,6420.37,6416.56,1282.91,681.82,0.07,543.35,5130.90,1.46
874,16223.36,6414.79,6410.97,1294.24,682.20,0.07,554.99,5113.97,1.45
875,16897.43,6353.50,6349.69,1285.52,678.11,0.08,551.26,5061.45,1.43
876,16939.52,6401.59,6397.73,1321.21,690.65,0.09,572.88,5073.79,1.45
877,16865.44,6452.72,6448.89,1373.50,693.65,0.09,621.00,5072.68,1.43
878,16825.09,6525.23,6521.41,1361.85,693.17,0.08,610.88,5156.86,1.43
879,16791.19,6630.65,6626.83,1362.94,693.45,0.08,606.34,6.07,5261.20,1.42
880,16662.05,6663.43,6659.62,1365.37,694.75,0.08,607.46,5291.58,1.42
881,16629.78,6696.60,6692.80,1353.10,687.79,0.08,602.36,5337.01,1.43
882,16564.45,6723.66,6719.62,1348.67,688.32,0.08,597.40,5368.07,1.59
883,16386.52,6628.66,6624.62,1329.01,681.21,0.08,586.10,5292.79,1.56
884,16450.55,6646.68,6642.67,1330.47,685.55,0.08,582.90,5309.38,1.53
885,16343.85,6609.35,6605.39,1328.81,684.68,0.08,582.06,5273.80,1.52
886,16290.54,6561.15,6557.18,1318.99,682.98,0.08,575.03,5235.43,1.50
887,16361.37,6628.04,6624.09,1330.56,683.22,0.08,576.20,10.17,5290.79,1.49
888,17103.38,6694.65,6690.74,1342.22,683.59,0.07,589.05,5345.79,1.47
889,17059.12,6796.29,6792.32,1359.46,688.59,0.08,602.69,5430.12,1.46
890,16998.96,6911.06,6907.07,1395.16,694.25,0.08,632.66,5509.15,1.46
891,16820.15,6918.41,6914.41,1416.69,698.25,0.08,650.25,5494.95,1.45
892,16682.74,6852.84,6848.84,1392.03,688.97,0.07,635.78,5454.08,1.44
893,16715.49,6886.18,6882.09,1389.57,689.71,0.07,632.55,5489.72,1.48
894,16601.20,6865.09,6861.03,1372.77,688.16,0.07,618.56,5485.49,1.48
895,16663.63,6963.29,6959.25,1374.73,690.55,0.07,613.55,5.62,5581.71,1.51
896,16428.81,6886.05,6882.03,1362.03,687.79,0.07,605.05,5517.24,1.49
897,16439.35,6872.54,6868.47,1356.66,692.38,0.07,596.46,5509.08,1.47
898,16502.67,6945.27,6941.27,1358.19,698.40,0.07,592.90,5580.38,1.47
899,16357.52,6914.38,6910.42,1361.98,702.13,0.07,594.28,5545.77,1.45
900,16367.70,6946.84,6942.97,1360.05,704.30,0.06,590.20,5580.32,1.41
