frame,Frame time,GameController::Update,GameModel::UpdateUpTo,GameModel::BeforeSim,Air::update_air,Simulation::DispatchNewtonianGravity,Simulation::RecalcFreeParticles,Simulation::UpdateParticles,GameModel::AfterSim
743,39976.47,26569.20,26566.79,1951.15,624.39,0.06,1272.54,24613.57,1.08
744,40782.40,27063.32,27060.85,1957.67,635.90,0.06,1268.18,25101.03,1.13
745,40924.04,27385.10,27382.64,1953.19,635.57,0.06,1264.65,25427.30,1.13
746,41142.95,27625.86,27623.41,1959.11,635.67,0.06,1270.21,25662.16,1.12
747,40990.74,27431.66,27429.25,1943.00,632.03,0.06,1258.40,25484.15,1.11
748,40696.26,27449.94,27447.57,1967.17,631.40,0.07,1283.68,25478.28,1.11
749,40890.82,27370.74,27368.38,1956.27,634.28,0.07,1270.31,25409.98,1.13
750,40892.23,27789.19,27786.81,1948.78,627.47,0.07,1270.07,25835.88,1.12
751,40638.41,27647.00,27644.53,1968.04,640.84,0.07,1275.45,25674.24,1.21
752,40410.03,27739.00,27736.46,1979.16,638.52,0.07,1288.85,25755.01,1.23
753,40438.11,27556.87,27554.32,1983.76,645.32,0.07,1279.90,6.80,25568.32,1.20
754,39954.34,27375.39,27372.87,1955.74,639.04,0.07,1259.19,25414.94,1.18
755,39551.77,27248.69,27246.22,1975.94,629.77,0.06,1288.96,25268.11,1.17
756,39103.22,27103.50,27101.06,1949.50,629.28,0.06,1263.87,25149.38,1.18
757,38715.60,26981.62,26979.19,1929.15,628.70,0.06,1245.12,25047.87,1.17
758,39266.64,27026.75,27024.31,1949.30,641.43,0.06,1253.31,25072.80,1.20
759,39537.97,26945.20,26942.75,1949.98,646.58,0.06,1249.38,24990.56,1.20
760,39976.26,26978.15,26975.72,1963.08,643.27,0.07,1265.94,25010.38,1.19
761,40136.03,26836.32,26833.92,1942.34,642.28,0.07,1246.65,24889.34,1.18
762,39667.20,26687.69,26685.33,1921.94,645.85,0.06,1223.26,24761.19,1.16
763,39497.97,26785.50,26783.15,1921.55,640.50,0.07,1222.40,5.94,24859.41,1.14
764,39841.01,26869.12,26866.80,1935.90,637.39,0.07,1240.53,24928.72,1.13
765,40212.83,26983.82,26981.51,1980.94,642.06,0.07,1280.08,24998.43,1.11
766,40330.09,26887.36,26884.99,1988.26,644.33,0.07,1285.81,24894.62,1.10
767,40696.75,26857.55,26855.22,1975.99,641.51,0.07,1276.63,24877.16,1.08
768,41116.12,26950.81,26948.45,1984.26,647.80,0.06,1277.63,24962.12,1.07
769,41216.80,26855.87,26853.56,1988.08,649.37,0.06,1280.88,24863.40,1.06
770,41507.52,26786.84,26784.56,1994.48,653.43,0.06,1284.21,24788.04,1.05
771,41752.45,26709.47,26707.19,2001.82,651.20,0.06,1294.09,24703.37,1.03
772,42106.02,26733.79,26731.54,1992.91,650.71,0.06,1280.77,5.76,24736.60,1.04
773,42493.32,26916.80,26914.56,1991.95,650.71,0.06,1279.22,24920.57,1.04
774,42788.12,27178.50,27176.29,2007.99,647.34,0.08,1299.51,25166.22,1.07
775,43396.32,27843.77,27841.52,2007.19,646.98,0.08,1300.03,25832.25,1.07
776,43792.44,27913.81,27911.54,2051.60,661.76,0.08,1329.85,25857.84,1.08
777,43662.73,27690.62,27688.40,2028.22,656.98,0.08,1306.97,5.32,25658.10,1.08
778,43275.55,27722.05,27719.85,2022.34,649.84,0.08,1309.01,25695.47,1.06
779,43364.32,27679.30,27677.12,2023.18,650.62,0.08,1309.48,25651.90,1.06
780,43572.95,27661.52,27659.32,2019.11,650.76,0.08,1305.51,25638.19,1.04
781,43697.60,27620.65,27618.45,2015.65,645.16,0.07,1306.76,25600.74,1.06
782,44229.65,27970.96,27968.78,2032.06,639.01,0.07,1330.08,25934.58,1.08
783,44246.68,28201.80,28199.63,2051.34,645.00,0.08,1343.15,26146.16,1.08
784,43938.46,28000.31,27998.17,2047.53,651.54,0.08,1333.27,25948.54,1.07
785,43272.46,27789.74,27787.64,2032.83,651.81,0.08,1313.64,5.81,25752.72,1.07
786,42658.01,27586.16,27584.07,2008.16,644.12,0.07,1298.22,25573.86,1.05
787,42670.85,27987.25,27985.16,1988.77,641.54,0.07,1282.74,25994.27,1.11
788,42483.64,27988.38,27986.30,2000.50,645.88,0.07,1290.21,25983.60,1.13
789,42484.96,27788.85,27786.76,1982.22,646.20,0.07,1272.75,25802.29,1.16
790,42064.42,27752.50,27750.40,1963.97,647.15,0.07,1254.61,25784.20,1.17
791,41477.01,27654.75,27652.61,1963.86,645.63,0.07,1256.12,25686.54,1.15
792,40937.21,27547.32,27545.20,1960.41,649.55,0.06,1249.61,25582.63,1.13
793,40525.83,27528.81,27526.68,1954.92,647.54,0.06,1247.21,25569.60,1.13
794,40724.22,27411.93,27409.83,1975.58,648.81,0.06,1267.69,25432.14,1.11
795,40186.25,27246.14,27244.08,1946.90,646.93,0.06,1241.74,25295.11,1.09
796,39916.89,27277.05,27275.01,1942.36,646.38,0.07,1238.04,25330.61,1.07
797,40078.77,27139.29,27137.30,1941.32,656.18,0.07,1228.03,25193.97,1.05
798,39792.02,27188.14,27186.17,1943.12,654.01,0.07,1232.25,25241.07,1.02
799,40263.87,27369.74,27367.82,1943.03,649.33,0.06,1236.76,25422.85,1.01
800,40311.68,27247.75,27245.86,1944.15,644.99,0.07,1242.56,25299.81,0.99
801,40050.60,27336.99,27335.11,1943.91,640.74,0.06,1247.30,25389.31,0.97
802,40297.88,27320.49,27318.62,1933.70,635.63,0.07,1242.94,25383.02,0.97
803,39646.78,27119.76,27117.92,1925.94,634.60,0.06,1231.20,5.82,25190.11,0.96
804,39240.82,26955.81,26954.00,1917.77,642.96,0.06,1214.25,25034.39,0.94
805,38830.36,26800.46,26798.68,1914.17,641.63,0.07,1212.82,24882.70,0.93
806,38437.91,26635.59,26633.83,1901.00,646.00,0.07,1196.17,24731.06,0.91
807,38270.44,26682.82,26681.03,1962.46,639.03,0.07,1264.65,24716.77,0.92
808,38519.27,26565.77,26563.99,1957.29,636.46,0.07,1263.01,24604.93,0.91
809,38148.66,26455.66,26453.86,1944.23,640.37,0.07,1241.57,5.29,24507.88,0.90
810,37806.38,26340.73,26338.94,1920.57,639.28,0.07,1220.01,24416.64,0.89
811,37589.56,26356.27,26354.33,1922.95,638.13,0.08,1217.26,6.75,24429.60,0.91
812,37945.23,26284.98,26283.03,1919.93,637.95,0.08,1215.80,24361.28,0.93
813,37604.98,26220.66,26218.68,1936.56,638.85,0.07,1232.43,24280.26,0.97
814,37238.38,26125.51,26123.52,1907.06,632.02,0.07,1211.21,24214.57,1.00
815,37123.67,26231.79,26229.82,1903.88,628.81,0.07,1211.70,24324.06,0.99
816,37569.25,26307.56,26305.61,1899.59,625.50,0.07,1211.14,24404.13,1.00
817,37905.14,26267.90,26265.97,1903.24,623.74,0.07,1216.66,24360.82,1.00
818,37814.03,26452.55,26450.53,1970.57,627.25,0.07,1279.49,24477.91,1.11
819,38359.13,26739.54,26737.39,2032.58,636.58,0.08,1332.62,24702.63,1.17
820,39015.96,27264.21,27261.92,2079.87,657.96,0.08,1357.15,25179.62,1.31
821,39101.39,27475.63,27473.29,2106.25,661.52,0.07,1375.63,5.61,25364.53,1.34
822,39302.02,27509.63,27507.25,2116.66,667.33,0.07,1381.53,25388.04,1.38
823,39678.07,27559.67,27557.29,2143.77,670.77,0.08,1405.81,25410.94,1.39
824,40048.70,27603.39,27600.98,2168.32,672.87,0.09,1429.08,25430.08,1.39
825,40365.55,27642.12,27639.72,2160.43,669.47,0.08,1426.02,25476.67,1.41
826,40417.02,27419.30,27416.88,2142.35,671.07,0.08,1401.85,5.69,25271.92,1.44
827,39968.40,27226.81,27224.42,2121.91,677.41,0.08,1375.97,25099.92,1.41
828,39577.91,27101.55,27099.19,2109.96,675.09,0.08,1367.66,24986.71,1.39
829,39366.92,27199.83,27197.46,2143.71,678.25,0.09,1399.50,25051.23,1.37
830,39561.62,27126.80,27124.40,2163.72,681.66,0.09,1417.37,24958.20,1.36
831,39055.52,27000.64,26998.26,2160.23,692.40,0.09,1403.86,24835.57,1.34
832,38664.59,26904.23,26901.87,2135.72,690.87,0.08,1382.08,24763.74,1.33
833,38202.46,26733.60,26731.28,2100.32,682.80,0.08,1356.13,24628.60,1.30
834,37872.19,26599.79,26597.51,2070.60,676.34,0.07,1332.95,24524.59,1.29
835,37555.38,26495.32,26493.04,2057.87,677.96,0.08,1319.28,24432.91,1.27
836,37357.53,26523.17,26520.90,2067.04,673.30,0.08,1333.31,24451.63,1.24
837,37090.62,26600.83,26598.58,2080.59,676.03,0.08,1344.18,24515.78,1.23
838,38156.73,27248.09,27245.84,2104.45,679.68,0.08,1355.18,9.19,25139.15,1.23
839,38599.59,27884.12,27881.71,2093.68,676.24,0.08,1347.79,25785.49,1.45
840,39097.97,28568.46,28566.08,2097.14,679.05,0.08,1349.93,26466.41,1.44
841,39496.63,29246.53,29244.18,2123.90,683.10,0.08,1373.03,27117.77,1.42
842,39145.76,29189.11,29186.80,2147.90,692.00,0.08,1388.36,27036.39,1.40
843,39320.89,28945.36,28943.07,2120.08,687.77,0.08,1365.89,26820.45,1.45
844,38975.11,28780.43,28778.13,2084.12,680.88,0.08,1337.64,26691.46,1.45
845,38604.18,28649.03,28646.69,2068.32,685.37,0.08,1318.64,26575.79,1.48
846,38579.26,28882.12,28879.76,2055.65,684.59,0.08,1306.76,26821.57,1.46
847,38641.84,28766.21,28763.86,2055.35,684.19,0.08,1308.12,26705.98,1.47
848,38360.58,28755.36,28752.99,2086.78,685.55,0.08,1333.69,5.63,26663.67,1.47
849,38541.04,28520.35,28518.00,2059.67,683.31,0.07,1310.12,26455.81,1.46
850,38135.46,28267.61,28265.30,2026.42,677.68,0.07,1283.66,26236.43,1.42
851,37927.59,28150.13,28147.85,1998.48,674.61,0.07,1260.08,26146.96,1.40
852,37485.62,27937.54,27935.28,1997.76,677.19,0.07,1257.68,25935.16,1.38
853,37424.47,27997.21,27994.95,1988.89,668.45,0.08,1257.99,26003.70,1.38
854,37700.33,27869.61,27867.39,1994.59,669.07,0.08,1263.30,25870.43,1.36
855,37301.53,27678.26,27675.99,1999.82,670.00,0.08,1268.68,25673.82,1.35
856,37006.08,27523.30,27521.05,1991.30,668.79,0.07,1261.26,25527.45,1.32
857,36861.38,27530.09,27527.85,1983.99,664.01,0.08,1259.05,25541.57,1.30
858,37340.54,27533.24,27531.03,1973.62,655.58,0.08,1257.47,25555.13,1.30
859,37594.09,27330.57,27328.38,1957.54,656.01,0.07,1242.00,25368.59,1.28
860,37265.88,27135.36,27133.19,1950.58,647.23,0.07,1244.93,25180.39,1.25
861,37199.61,27195.11,27192.94,1970.99,648.90,0.07,1264.11,25219.77,1.22
862,37493.27,27053.68,27051.51,1979.97,650.60,0.07,1271.10,25069.39,1.23
863,37330.78,27077.89,27075.74,1975.26,647.90,0.07,1269.09,25098.36,1.21
864,37594.28,26908.83,26906.72,1956.86,646.82,0.07,1252.74,24947.76,1.19
865,37300.20,26778.98,26776.87,1956.86,650.25,0.07,1249.15,24817.92,1.18
866,36958.97,26627.98,26625.66,1940.39,648.51,0.07,1235.30,24683.22,1.16
867,36661.83,26486.91,26484.66,1925.40,648.78,0.07,1220.92,24557.25,1.13
868,36394.76,26366.61,26364.39,1929.13,647.89,0.07,1226.21,24433.28,1.10
869,36136.93,26260.84,26258.62,1914.56,652.15,0.06,1207.98,24342.07,1.12
870,36077.88,26357.93,26355.73,1920.01,649.71,0.06,1208.96,6.79,24433.76,1.10
871,36767.50,26593.46,26591.29,1932.21,649.12,0.07,1222.74,24657.08,1.12
872,36980.19,26533.77,26531.62,1922.56,652.27,0.07,1210.46,24607.07,1.11
873,36628.21,26428.47,26426.30,1915.47,653.87,0.06,1202.81,24508.86,1.10
874,36521.78,26502.70,26500.54,1902.19,652.61,0.07,1191.78,24596.39,1.09
875,37622.81,27172.56,27170.38,1926.03,654.09,0.07,1213.97,25242.34,1.10
876,37701.07,27440.26,27438.09,1905.35,648.70,0.07,1199.59,25530.72,1.12
877,38280.08,27806.65,27804.48,1903.69,651.72,0.07,1195.92,25898.78,1.12
878,38213.29,27673.19,27671.02,1908.97,657.57,0.07,1196.18,25760.07,1.09
879,38039.66,27732.13,27729.98,1966.45,664.05,0.06,1246.74,25761.53,1.08
880,38444.43,27768.07,27765.97,1999.30,662.48,0.07,1281.03,25764.68,1.07
881,38601.24,27557.85,27555.78,1975.53,663.48,0.06,1256.98,25578.29,1.04
882,38208.54,27344.29,27342.25,1942.28,658.40,0.07,1229.57,25398.00,1.07
883,37853.19,27146.27,27144.24,1926.67,657.36,0.07,1215.43,25215.64,1.04
884,38330.59,27792.50,27790.48,1939.98,665.08,0.06,1220.45,25848.57,1.04
885,38229.93,27865.05,27863.03,1937.71,660.88,0.06,1211.98,11.05,25923.37,1.02
886,38687.93,27984.43,27982.43,1996.96,673.17,0.06,1260.18,25983.53,1.00
887,38787.27,27802.57,27800.57,1974.09,670.09,0.06,1241.51,25824.58,0.98
888,39149.73,28357.35,28355.38,1968.64,664.25,0.06,1242.06,26384.82,1.01
889,39119.49,28483.76,28481.75,1982.82,664.98,0.06,1251.27,5.38,26496.99,1.02
890,39760.98,28873.91,28871.87,2032.08,673.35,0.06,1291.99,26837.80,1.03
891,39500.86,28639.78,28637.76,2030.42,669.22,0.06,1295.70,26605.38,1.01
892,39112.55,28454.51,28452.53,2022.06,670.65,0.07,1278.88,8.11,26428.57,0.99
893,38840.74,28416.27,28414.29,2012.40,663.69,0.07,1276.94,26400.01,0.98
894,39684.53,28859.71,28857.71,2026.92,668.19,0.08,1287.32,26828.87,1.00
895,39639.21,28887.90,28885.85,2014.28,667.23,0.07,1271.64,5.75,26869.56,1.07
896,39923.01,28857.11,28855.05,2021.50,668.68,0.07,1279.13,26831.53,1.09
897,40888.40,29460.65,29458.59,2105.33,671.06,0.08,1351.35,9.77,27351.21,1.09
898,40856.21,29712.17,29710.10,2119.59,667.43,0.08,1369.85,27588.45,1.10
899,40730.37,29540.83,29538.76,2111.78,674.92,0.08,1354.62,27424.90,1.09
900,40325.70,29459.21,29457.15,2099.76,670.98,0.08,1348.08,27355.27,1.15
